pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD000188,rephrase,"Testosterone therapy produced no significant improvement in tests of walking distance or in a variety of other objective tests for peripheral arterial disease, including venous filling time, muscle blood flow and plethysmography.","Testosterone did not provide any clear improvement in the symptoms reported by the participants, walking distance or other objective tests for peripheral arterial disease including leg muscle blood flow.",32,29,0.90625
CD001711,rephrase,"Other outcomes including satisfaction and mental state were investigated but pooled estimates were not obtainable due to skewed or poorly reported data, or only being investigated by one study.","Other important outcomes, such as satisfaction with care, costs and effect on mental health, were not available due to the limited quality of the four studies.",29,26,0.896551724137931
CD001711,rephrase,Two important randomised studies are ongoing.,Two important randomised studies are currently taking place.,6,8,1.3333333333333333
CD001711,split,"The evidence gap remains regarding user-held, personalised, accessible clinical information for people with psychotic illnesses for many of the outcomes of interest.","There is therefore a gap in knowledge and evidence regarding user-held information for people with severe mental health problems. Large-scale, well-conducted and well-reported studies are required to assess the effects of user-held information for people with mental illness. For the present, despite a gap in evidence, user-held information is low cost and acceptable to patients, so its use is likely to grow.",22,62,2.8181818181818183
CD001711,rephrase,"However, based on moderate quality evidence, this review suggests that there is no effect of the intervention on hospital or outpatient appointment use for individuals with psychotic disorders.","Based on moderate quality evidence, the review found that user-held information did not decrease hospital admissions, and did not decrease compulsory admissions or encourage people with severe mental illness to attend appointments (when compared to treatment as usual).",28,38,1.3571428571428572
CD001711,split,"The number of studies is low, however, and further evidence is required to ascertain whether these results are mediated by the type of intervention, such as involvement of a clinical team or the type of information included.","In the main, the number of relevant studies is low, with poor reporting of some outcomes. Further evidence is also required on the different types of user-held information (for example, if it involves the mental health team and what type of information is included in the record).",37,47,1.2702702702702702
CD009517,rephrase,Endometrial injury versus control (no procedure or a sham procedure) A total of 37 studies (8786 women) were included in this comparison.,We included 38 clinical trials (8915 women) which had tested the effects of endometrial injury on the outcomes of IVF.,22,20,0.9090909090909091
CD009517,rephrase,Most studies performed endometrial injury by pipelle biopsy in the luteal phase of the cycle before the IVF cycle.,"The studies were conducted in different populations of women, and the way the endometrial injury was conducted also differed between studies in terms of the instrument used and the timing of the procedure in relation to the IVF cycle.",19,39,2.0526315789473686
CD009517,split,"The primary analysis was restricted to studies at low risk of bias, and included eight studies.","Many of the studies were poor quality and at high risk of bias, and therefore we performed the main analyses only including studies that were not at high risk of bias. Of the 38 included studies, only eight were included in the primary analyses.",16,44,2.75
CD009517,rephrase,"The effect of endometrial injury on live birth is unclear as the result is consistent with no effect, or a small reduction, or an improvement (odds ratio (OR) 1.12, 95% confidence interval (CI) 0.98 to 1.28; participants = 4402; studies = 8; I2 = 15%, moderate-certainty evidence).",It is unclear whether endometrial injury affects the chance having a baby from IVF.,47,14,0.2978723404255319
CD009517,rephrase,"This suggests that if the chance of live birth with IVF is usually 27%, then the chance when using endometrial injury would be somewhere between < 27% and 32%.","The results suggest that, if the chance of having a baby from IVF is usually about 27%, then the chance of having a baby when using endometrial injury before IVF would be somewhere between less than 27% and 32%.",29,39,1.3448275862068966
CD009517,rephrase,"This suggests that if the chance of clinical pregnancy from IVF is normally 32%, then the chance when using endometrial injury before IVF is between 31% and 37%.","Similarly, for the outcome of pregnancy, if the chance of getting pregnant from IVF is assumed to be about 32%, then the chance of pregnancy when using endometrial injury before IVF is somewhere between 31% and 37%.",28,37,1.3214285714285714
CD009517,rephrase,"The result suggests that if the chance of miscarriage with IVF is usually 6.0%, then when using endometrial injury it would be somewhere between 4.2% and 6.8%.",Endometrial injury does not appear to affect the chance of having a miscarriage from IVF.,27,15,0.5555555555555556
CD009517,rephrase,"Endometrial injury was associated with mild to moderate pain (approximately 4 out of 10), and was generally associated with some minimal bleeding.","The endometrial injury procedure causes mild to moderate pain and a small amount of vaginal bleeding, although this is short-lived.",22,20,0.9090909090909091
CD009517,split,The evidence was downgraded for imprecision due to wide confidence intervals and therefore all primary analyses were graded as moderate certainty.,"For the primary analyses, the evidence is of moderate certainty. The evidence was reduced because the results were imprecise, and consistent with endometrial injury having no effect, being beneficial, and being harmful to the chance of getting pregnant or having a baby.",21,42,2.0
CD009517,rephrase,"Higher versus lower degree of injury Only one small study was included in this comparison (participants = 129), which compared endometrial injury using two different instruments in the cycle prior to the IVF cycle: a pipelle catheter and a Shepard catheter.",One small study compared endometrial injury using two different instruments in the cycle prior to the IVF cycle.,41,18,0.43902439024390244
CD009517,none,"In the sensitivity analysis, all outcomes reported for this study were graded as very-low certainty due to risk of bias, and as such we were not able to interpret the study results.","All outcomes reported for this study were graded as very-low certainty due to risk of bias, and as such we were not able to interpret the study results.",32,28,0.875
CD009517,rephrase,The effect of endometrial injury on live birth and clinical pregnancy among women undergoing IVF is unclear.,This evidence does not support the routine use of endometrial injury for women undergoing IVF.,17,15,0.8823529411764706
CD008251,rephrase,Three small RCTs met our inclusion criteria and included a total of 148 participants.,We found three small RCTs that included a total of 148 people with pressure ulcers.,14,15,1.0714285714285714
CD008251,split,"In the three RCTs, 79% of participants had grade II ulcers, and 21% of participants had grade I ulcers; no participants had grade III or IV ulcers.","Twenty-one per cent of participants had grade I ulcers (the least severe type, with swollen but unbroken skin) and 79% had grade II ulcers (slightly more severe). No one had grade III or IV ulcers (the most severe types).",27,39,1.4444444444444444
CD008251,rephrase,Two studies compared topical phenytoin with hydrocolloid dressing (84 participants analysed).,"The trials compared topical phenytoin with three other treatments for pressure ulcers: hydrocolloid dressings, triple antibiotic ointment, and simple dressings.",11,20,1.8181818181818181
CD008251,rephrase,"The available data suggest that hydrocolloid dressings may improve ulcer healing compared to topical phenytoin (39.3% ulcers healed for phenytoin versus 71.4% ulcers healed for hydrocolloid dressings (RR 0.55, 95% CI 0.33 to 0.92; 56 participants, 1 study; low quality evidence).",The results of one study suggested that hydrocolloid dressings may slightly improve ulcer healing compared to topical phenytoin.,41,18,0.43902439024390244
CD008251,rephrase,"From the available data, we are uncertain whether topical phenytoin improves ulcer healing compared to simple dressings (39.3% ulcers healed for phenytoin versus 29.6% ulcers healed for the simple dressing (RR 1.33, 95% CI 0.63 to 2.78; 55 participants, 1 study; very low quality evidence).","However, we are uncertain whether topical phenytoin improves ulcer healing compared to simple dressings.",45,14,0.3111111111111111
CD008251,rephrase,"One study compared topical phenytoin with triple antibiotic ointment, however, none of the outcomes of interest to this review were reported.",The study which compared topical phenytoin with triple antibiotic ointment did not report any outcomes of interest to this review.,21,20,0.9523809523809523
CD008251,rephrase,This review has considered the available evidence and the result shows that it is uncertain whether topical phenytoin improves ulcer healing for patients with grade I and II pressure ulcers.,It is uncertain whether topical phenytoin improves ulcer healing for patients with grade I and II pressure ulcers.,30,18,0.6
CD008251,ignore,No adverse events were reported from three small trials and minimal pain was reported in one trial.,No adverse events were reported from three small trials and minimal pain was reported in one trial.,17,17,1.0
CD008251,rephrase,"Therefore, further rigorous, adequately powered RCTs examining the effects of topical phenytoin for treating pressure ulcers, and to report on adverse events, quality of life and costs are necessary.","Further rigorous, adequately powered RCTs are needed to find whether topical phenytoin is a helpful medication for treating pressure ulcers.",29,20,0.6896551724137931
CD009065,rephrase,We included a total of 20 heterogeneous studies (2012 participants with acute ankle sprains); three of which included more than one comparison.,Our review includes 20 studies involving 2012 people with ankle sprains.,22,11,0.5
CD009065,rephrase,"Of our three prespecified primary outcomes, only cure rate was reported by the majority of studies.",Most studies reported only the 'cure rate' - the number of participants who had recovered at a set time.,16,19,1.1875
CD009065,split,No study reported on patient-reported assessment of function and only one reported on adverse events (in which three participants receiving a control intervention experienced skin problems from over-the-counter Chinese herbal patches).,No study reported on patient-reported assessment of function. Only one study reported on adverse events and found skin problems in individuals receiving over-the-counter traditional Chinese herbal patches as a control intervention.,31,31,1.0
CD009065,rephrase,"The single study comparing acupuncture treatment with no treatment found acupuncture to be more effective with regard to cure rate at five days (31/31 versus 1/30; RR 20.34, 95% CI 4.27 to 96.68).","One study, which compared acupuncture with no treatment, found more people were cured with acupuncture.",33,15,0.45454545454545453
CD009065,rephrase,Acupuncture plus another standard treatment versus that standard treatment alone was tested in eight studies; with cure rate data available for seven.,Most of the eight studies comparing acupuncture plus another standard treatment versus that standard treatment alone found higher cure rates in the acupuncture group.,22,24,1.0909090909090908
CD009065,rephrase,Most of these studies reported higher cure rates in the acupuncture plus another standard treatment group than in the standard treatment alone group.,"However, we found that pooling these results did not provide conclusive evidence that acupuncture resulted in a better cure rate.",23,20,0.8695652173913043
CD009065,ignore,"Fourteen studies compared acupuncture with a variety of other non-surgical treatments, such as Chinese drug patches, hot and cold water, ice packs, oral Chinese herbal medicine and elastic bandage.","Fourteen studies compared acupuncture with a variety of other non-surgical treatments, such as Chinese herbal patches, hot and cold water, ice packs, Chinese oral herbal medicine and elastic bandages.",29,29,1.0
CD009065,ignore,"Some studies found in favour of acupuncture, some in favour of the other treatment and some found a lack of evidence for a difference between the two interventions under test.","Some studies found in favour of acupuncture, some in favour of the other treatment and some found a lack of evidence for a difference between the two interventions under test.",30,30,1.0
CD009065,rephrase,"The results of an exploratory meta-analysis of cure rate data from 11 trials testing acupuncture versus another non-surgical intervention tended to slightly favour acupuncture, but these were not statistically significant and the data were very heterogeneous (404/509 versus 416/497; RR 1.07, 95% CI 0.94 to 1.22; P value = 0.30; I2 = 92%).","The pooled results from 11 studies comparing acupuncture versus another non-surgical intervention tended to favour acupuncture, but this evidence was not conclusive.",53,22,0.41509433962264153
CD009065,rephrase,"The currently available evidence from a very heterogeneous group of randomised and quasi-randomised controlled trials evaluating the effects of acupuncture for the treatment of acute ankle sprains does not provide reliable support for either the effectiveness or safety of acupuncture treatments, alone or in combination with other non-surgical interventions; or in comparison with other non-surgical interventions.","Currently, we are unable to conclude whether or not acupuncture is more effective than other standard methods for the treatment of ankle sprains in adults because of the very low quality of the available evidence.",56,35,0.625
CD009065,rephrase,Future rigorous randomised clinical trials with larger sample sizes will be necessary to establish robust clinical evidence concerning the effectiveness and safety of acupuncture treatment for acute ankle sprains.,"Large, high quality studies of acupuncture for sudden-onset ankle sprains in adults are needed.",29,14,0.4827586206896552
CD009708,rephrase,"We included 14 studies (in 18 trial reports), involving 1047 pregnant women at risk of preterm birth with 1077 newborns.","The review identified 14 small studies involving a total of 1047 women (and their 1077 newborns), that compared ambroxol with corticosteroid (betamethasone), or to placebo/no treatment.",20,26,1.3
CD009708,rephrase,"However, three of the included studies did not report on this review's outcomes of interest.",Three of the studies did not report on the outcomes of interest for this review.,15,15,1.0
CD009708,merge,We carried out two main comparisons: ambroxol versus antenatal corticosteroids (betamethasone); and ambroxol versus placebo or no treatment.,"Nor did we identify any trials comparing ambroxol combined with corticosteroid versus corticosteroid alone, or placebo/no treatment.",18,17,0.9444444444444444
CD009708,rephrase,"Similarly, there was no clear evidence of a difference in the rates of perinatal mortality between the group of women who received ambroxol and women in the corticosteroid (betamethasone) group (RR 0.51, 95% CI 0.23 to 1.12, six studies, 648 women/657 newborns, moderate quality evidence) or the placebo/no treatment group (RR 0.61; 95% CI 0.19 to 1.98, one study, 116 women/116 newborns, low-quality evidence).",There were no clear evidence of differences in the incidence of RDS or perinatal mortality in newborns of women who were given ambroxol when compared with newborns of women who received either a corticosteroid (betamethasone) or placebo/no treatment.,64,38,0.59375
CD009708,rephrase,"In terms of maternal adverse effects, there was no clear differences (in nausea or vomiting) between those women who received ambroxol compared to either those women who received corticosteroids (betamethasone) (average RR 3.45; 95% CI 0.34 to 35.51, three studies, 305 women, T2= 2.82; I2= 67%, very low-quality evidence), or women who received placebo or no treatment (RR 1.79; 95% CI 0.45 to 7.13, one study, 116 women, low-quality evidence).","Similarly, there was no clear difference between groups in terms of nausea and vomiting (the only maternal adverse effects that were reported).",70,22,0.3142857142857143
CD009708,ignore,"Secondary outcomes For the review's secondary outcomes, none of the included studies reported on the incidence of bronchopulmonary dysplasia, periventricular haemorrhage, necrotising enterocolitis or rate of maternal mortality.","For the review's secondary outcomes, none of the included studies reported on the incidence of bronchopulmonary dysplasia, periventricular haemorrhage, necrotising enterocolitis or rate of maternal mortality.",28,26,0.9285714285714286
CD009708,rephrase,"One small trial (involving 88 women) comparing ambroxol with placebo or no treatment, reported no difference between groups in terms of the need for mechanical ventilation in the neonate (RR 0.94; 95% CI 0.73 to 1.21, 88 women/88 babies, low-quality evidence) or the administration of pulmonary surfactant (RR 1.19; 95% CI 0.61 to 2.30, one RCT, 88 women/88 babies, low-quality evidence).",One small study (comparing ambroxol with placebo/no treatment) found no difference between groups for the neonatal outcomes of 'need for mechanical ventilation' or 'administration of pulmonary surfactant'.,61,27,0.4426229508196721
CD009708,rephrase,"There is insufficient evidence to support or refute the practice of giving ambroxol to women at risk of preterm birth for preventing neonatal RDS, perinatal mortality and adverse effects.",There is insufficient evidence to support or refute the practice of giving ambroxol to pregnant women at risk of preterm birth for preventing neonatal RDS.,29,25,0.8620689655172413
CD009708,rephrase,More research is needed in order to fully evaluate the benefits and risks of this intervention.,More research in this area is necessary in order to evaluate the effectiveness and safety of this intervention.,16,18,1.125
CD006370,split,Most of the non-randomised studies used non-epileptic seizure patients exclusively.,We reviewed the existing studies treating people having non-epileptic attacks. Most of the non-randomised studies included patients with mainly non-epileptic attacks.,10,21,2.1
CD006370,rephrase,"We classified two included studies as low risk of bias, one as unclear and nine as high risk of bias.",Many of the studies did not use satisfactory methods which meant that the evidence was rated as high risk of bias.,20,21,1.05
CD006370,rephrase,Most included studies reported improved outcomes for the intervention under investigation.,Most included studies reported improved outcomes for the treatment they were investigating.,11,12,1.0909090909090908
CD006370,split,"There is little reliable evidence to support the use of any treatment, including CBT, in the treatment of non-epileptic seizures.",The overall evidence for the main outcome of reducing seizures as a result of treatment is not considered reliable except in one study. Our conclusion is there is little reliable evidence to support the use of any treatment for people with non-epileptic attacks.,20,43,2.15
CD006370,rephrase,Further randomised controlled trials of CBT and other interventions are needed.,"Four studies were randomised controlled trials, and 8 were non-randomised studies.",11,11,1.0
CD007945,rephrase,"Meta-analysis of three studies assessing over 9000 women suggested that institutions with gynaecologic oncologists on site may prolong survival in women with ovarian cancer, compared to community or general hospitals: hazard ratio (HR) of death was 0.90 (95% confidence interval (CI) 0.82 to 0.99).","We used a set of tests to ensure that the evidence the five studies identified reached the quality standard for our analysis.The analysis of three studies combined (meta-analysis), assessing over 9000 women, suggested that institutions with gynaecologic oncologists (specialists in the field of gynaecological cancer treatment) on site may prolong the lives of women with ovarian cancer compared to community or general hospitals.",44,63,1.4318181818181819
CD007945,rephrase,"Similarly, another meta-analysis of three studies assessing over 50,000 women, found that teaching centres or regional cancer centres may prolong survival in women with any gynaecological cancer compared to community or general hospitals (HR 0.91; 95% CI 0.84 to 0.99).","Similarly, another meta-analysis of three studies which assessed well over 50,000 women, found evidence to suggest that teaching centres or regional cancer centres (specialised centres) may prolong the lives of women with gynaecological cancer compared to community or general hospitals.",40,40,1.0
CD007945,rephrase,"The largest of these studies included all gynaecological malignancies and assessed 48,981 women, so the findings extend beyond ovarian cancer.","The largest study in this meta-analysis assessed all gynaecological cancers in 48,981 women, so it had major influence on the final result; this means that our findings are likely to be relevant to other gynaecological cancers, besides ovarian cancer.",20,39,1.95
CD007945,rephrase,The evidence was stronger for ovarian cancer than for other gynaecological cancers.,Another weakness of the review is that only one of the studies included women with gynaecological cancers other than ovarian cancer.,12,21,1.75
CD007945,rephrase,"Further studies of survival are needed, with more robust designs than retrospective observational studies.","Ideally, further studies in this area are needed.",14,8,0.5714285714285714
CD007945,rephrase,Research should also assess the quality of life associated with centralisation of gynaecological cancer care.,"Additionally, studies should assess the impact of centralisation of care on the quality of life of patients.",15,17,1.1333333333333333
CD007945,rephrase,Most of the available evidence addresses ovarian cancer in developed countries; future studies should be extended to other gynaecological cancers within different healthcare systems.,Most of the available evidence was about ovarian cancer in developed countries; future studies should be extended to other gynaecological cancers and to less developed countries.,24,26,1.0833333333333333
CD002190,ignore,We did not identify any new RCTs for inclusion in this update.,We did not identify any new trials for inclusion in this update.,12,12,1.0
CD002190,rephrase,This review includes one RCT conducted in 1965 with an overall high risk of bias.,This review includes one previously identified randomised controlled trial (a type of study where participants are randomly assigned to one of two or more treatment groups) performed in 1965.,15,29,1.9333333333333333
CD002190,rephrase,"The RCT included 2307 healthy young men in a military facility, all of whom were included in the analyses, and compared the effect of three adenovirus vaccines (live, inactivated type 4, and inactivated type 4 and 7) against a placebo (injection of physiological saline or gelatin capsule).","This study involved 2307 young, healthy military men at a training facility in the United States Navy, and evaluated the effects of a live attenuated (weakened) adenovirus vaccine, an inactivated type 4, and an inactivated type 4 and 7 vaccines compared to a placebo (fake vaccine).",47,46,0.9787234042553191
CD002190,split,"Furthermore, no difference in adverse events when comparing live vaccine preparation with placebo was reported.",There were no differences in the frequency of occurrence of the common cold between those who received a live attenuated adenovirus vaccine compared to those who received a placebo. There were no differences between groups in adverse events.,15,38,2.533333333333333
CD002190,rephrase,"We downgraded the certainty of the evidence to very low due to unclear risk of bias, indirectness because the population of this study was only young men, and imprecision because confidence intervals were wide and the number of events was low.",We assessed the certainty of the evidence as very low due to high risk of bias; because the study population was only young men; and due to the small number of people included in the study and low numbers of colds.,41,41,1.0
CD002190,rephrase,"We identified a need for well-designed, adequately powered RCTs to investigate vaccines for the common cold in healthy people.","Further research is needed to find out if vaccines can prevent the common cold, as the current evidence does not support the use of the adenovirus vaccine to prevent the common cold in healthy people.",19,35,1.8421052631578947
CD008185,rephrase,"One study (96 male participants) met the inclusion criteria, although the primary outcome of this review - z score for height and weight, was not assessed in the study.",The review included one study with 96 males with Hunter syndrome aged between 4.9 and 30.9 years of age.,29,19,0.6551724137931034
CD008185,rephrase,"Following 53 weeks of treatment, participants in the weekly idursulfase 0.5 mg/kg group demonstrated a significant improvement rate compared with placebo for the primary outcome: distance walked in six minutes on the basis of the sum of ranks of change from baseline, mean difference 37.00 (95% confidence interval 6.52 to 67.48).","The trial compared idursulfase 0.5 mg/kg given either weekly or every-other week, or weekly infusions of placebo (a substance which contains no medication) and people were selected for one treatment or the other randomly.",51,34,0.6666666666666666
CD008185,rephrase,"After 53 weeks, there was no statistical significance difference in per cent predicted forced vital capacity between the three groups and absolute forced vital capacity was significantly increased from baseline in the weekly dosing group compared to placebo, mean difference 0.16 (95% confidence interval CI 0.05 to 0.27).",The study lasted 53 weeks.,48,5,0.10416666666666667
CD008185,rephrase,The current evidence is limited.,Current evidence is limited given there was only one randomised clinical trial found in the medical literature.,5,17,3.4
CD008185,rephrase,"While the randomised clinical trial identified was considered to be of good quality, it failed to describe important outcomes.",This trial was considered to be of overall good quality.,19,10,0.5263157894736842
CD008185,rephrase,"It has been demonstrated that enzyme replacement therapy with idursulfase is effective in relation to functional capacity (distance walked in six minutes and forced vital capacity), liver and spleen volumes and urine glycosaminoglycan excretion in people with mucopolysaccharidosis type II compared with placebo.","As compared with placebo, enzyme replacement therapy with idursulfase in people with Hunter syndrome, led to some improvement in the individuals' ability to walk and a reduction in the excretion of abnormal mucopolysaccharides in the urine.",43,36,0.8372093023255814
CD008185,rephrase,"There is no available evidence in the included study and in the literature on outcomes such as improvement in growth, sleep apnoea, cardiac function, quality of life and mortality.",To date there is no evidence available in the literature showing that treatment reduces complications of the disease related to quality of life and mortality.,29,25,0.8620689655172413
MR000027,ignore,Six studies met the inclusion criteria; two were randomised studies and four were observational comparative studies evaluating different methods for obtaining missing data.,"Six studies met the inclusion criteria, two were randomised studies and four were observational comparative studies evaluating different methods for obtaining missing data.",23,23,1.0
MR000027,rephrase,"Methods to obtain missing data Five studies, two randomised studies and three observational comparative studies, assessed methods for obtaining missing data (i.e. data available to the original researchers but not reported in the published study).",Five studies assessed methods for obtaining missing data (i.e. data available to the original researchers but not reported in the published study).,35,22,0.6285714285714286
MR000027,ignore,Two studies found that correspondence with study authors by e-mail resulted in the greatest response rate with the fewest attempts and shortest time to respond.,Two studies found that correspondence with study authors by e-mail resulted in the greatest response rate with the fewest attempts and shortest time to respond.,25,25,1.0
MR000027,ignore,"The difference between the effect of a single request for missing information (by e-mail or surface mail) versus a multistage approach (pre-notification, request for missing information and active follow-up) was not significant for response rate and completeness of information retrieved (one study).","The difference between the effect of a single request for missing information (by e-mail or surface mail) versus a multistage approach (pre-notification, request for missing information and active follow-up) was not significant for response rate and completeness of information retrieved (one study).",42,42,1.0
MR000027,ignore,Requests for clarification of methods (one study) resulted in a greater response than requests for missing data.,Requests for clarification of methods (one study) resulted in a greater response than requests for missing data.,17,17,1.0
MR000027,ignore,A well-known signatory had no significant effect on the likelihood of authors responding to a request for unpublished information (one study).,A well-known signatory had no significant effect on the likelihood of authors responding to a request for unpublished information (one study).,21,21,1.0
MR000027,ignore,One study assessed the number of attempts made to obtain missing data and found that the number of items requested did not influence the probability of response.,One study assessed the number of attempts made to obtain missing data and found that the number of items requested did not influence the probability of response.,27,27,1.0
MR000027,ignore,"In addition, multiple attempts using the same methods did not increase the likelihood of response.","In addition, multiple attempts using the same methods did not increase the likelihood of response.",15,15,1.0
MR000027,rephrase,Methods to obtain unpublished studies One observational comparative study assessed methods to obtain unpublished studies (i.e. data for studies that have never been published).,One study assessed methods to obtain unpublished studies (i.e. data for studies that have never been published).,24,17,0.7083333333333334
MR000027,ignore,Identifying unpublished studies ahead of time and then asking the drug industry to provide further specific detail proved to be more fruitful than sending of a non-specific request.,Identifying unpublished studies ahead of time and then asking the drug industry to provide further specific detail proved to be more fruitful than sending of a non-specific request.,28,28,1.0
MR000027,ignore,"Those carrying out systematic reviews should continue to contact authors for missing data, recognising that this might not always be successful, particularly for older studies.","Those carrying out systematic reviews should continue to contact authors for missing data, recognising that this might not always be successful, particularly for older studies.",25,25,1.0
MR000027,ignore,Contacting authors by e-mail results in the greatest response rate with the fewest number of attempts and the shortest time to respond.,Contacting authors by e-mail results in the greatest response rate with the fewest number of attempts and the shortest time to respond.,22,22,1.0
CD004931,ignore,Nine randomised controlled trials involving 395 patients were included.,Nine randomised controlled trials involving 395 patients were evaluated.,9,9,1.0
CD004931,ignore,"Six out of nine studies had a follow-up of less than one year, the longest study duration was 24 months.","Six out of nine studies had a follow-up of less than one year, the longest study duration was 24 months.",20,20,1.0
CD004931,rephrase,Only a third of the analysed studies revealed a low risk of bias.,"The overall quality of trials was variable, only a third of the analysed studies showed a low risk of bias.",13,20,1.5384615384615385
CD004931,ignore,"No information was available on quality of life, all-cause mortality and morbidity.","No information was available on quality of life, all-cause mortality and morbidity.",12,12,1.0
CD004931,ignore,"Compared with conventional management, IGB did not show convincing evidence of a greater weight loss.","Compared with conventional management, IGB did not show convincing evidence of a greater weight loss.",15,15,1.0
CD004931,ignore,The relative risks for minor complications like gastric ulcers and erosions were significantly raised.,"The relative risks for minor complications, for example gastric ulcers and erosions were significantly raised.",14,15,1.0714285714285714
CD002052,merge,We included in the review three trials enrolling 148 neonates.,We included three clinical trials in this review.,10,8,0.8
CD002052,rephrase,"Using different sedation scales, each study showed a statistically significantly higher sedation level in the midazolam group compared with the placebo group.","Using different scales to measure level of sedation, each study showed that midazolam was effective in providing sedation to babies.",22,20,0.9090909090909091
CD002052,rephrase,"However, none of the sedation scales used have been validated in preterm infants; therefore, we could not ascertain the effectiveness of midazolam in this population.","However, the validity of the sedation scales used in these studies has not been proven in babies; therefore, we cannot be certain that midazolam is, in fact, an effective sedative for babies.",25,32,1.28
CD002052,rephrase,"We considered these trials to be of moderate quality according to GRADE assessment based on the following outcomes: mortality during hospital stay, length of NICU stay, adequacy of analgesia according to PIPP scores and poor neurological outcomes by 28 days' postnatal age.","We assessed the quality of the evidence on the outcomes of mortality during hospital stay, length of stay in the NICU, pain, and neurological outcomes at 28 days of life and found the evidence to be of moderate quality, as there was not enough evidence available.",42,46,1.0952380952380953
CD002052,rephrase,Data are insufficient to promote the use of intravenous midazolam infusion as a sedative for neonates undergoing intensive care.,"Therefore, we conclude there is not enough evidence to support the use of midazolam as a sedative for babies undergoing intensive care.",19,22,1.1578947368421053
CD002052,none,Further research on the effectiveness and safety of midazolam in neonates is needed.,Additional research is needed to address the safety and effectiveness of midazolam in this population.,13,15,1.1538461538461537
CD012089,rephrase,We included three studies involving 45 children aged between 29 months and six years with Down syndrome.,We found three studies involving 45 children aged between 29 months and six years.,17,14,0.8235294117647058
CD012089,split,Two studies compared parent-mediated interventions versus TAU; the third compared a parent-mediated plus clinician-mediated intervention versus a clinician-mediated intervention alone.,Two studies compared parent-mediated intervention to treatment as usual. A third study compared a parent- and clinician-mediated intervention to a clinician-only-mediated intervention.,20,22,1.1
CD012089,split,One study provided nine group sessions and four individualised home-based sessions over a 13-week period.,"One of these lasted for 13 weeks, and parents in the intervention group received nine, weekly group sessions and four individual sessions in the home. In this study the parents in the intervention group took part in a two- to three-hour interactive workshop plus three individualised sessions (two clinic-based and one home-based) every week for 12 weeks.",15,57,3.8
CD012089,merge,"Another study provided weekly, individual clinic-based or home-based sessions lasting 1.5 to 2 hours, over a six-month period.","A second study lasted for six months, and parents received weekly, 1.5- to 2-hour clinic or home-based, individualised, parent-child sessions.",18,20,1.1111111111111112
CD012089,none,"Two studies found no differences in expressive or receptive language abilities between the groups, whether measured by direct assessment or parent reports.",Two of the three studies found no differences in children's language ability after parent training.,22,15,0.6818181818181818
CD012089,rephrase,"However, they did find that children in the intervention group could use more targeted vocabulary items or utterances with language targets in certain contexts postintervention, compared to those in the control group; this was not maintained 12 months later.","However, these same two studies found that children in the intervention group used more words that had been specifically targeted, postintervention; this was not maintained 12 months later.",39,28,0.717948717948718
CD012089,rephrase,The third study found gains for the intervention group on total-language measures immediately postintervention.,The study that gave parents the largest amount of intervention reported gains on general measures of overall language ability for children in the intervention group.,14,25,1.7857142857142858
CD012089,rephrase,One study did not find any differences in parental stress scores between the groups at any time point up to 12 months postintervention.,One study did not find any changes in levels of parental stress immediately or up to 12 months postintervention in either group.,23,22,0.9565217391304348
CD012089,rephrase,"All three studies noted differences in most measures of how the parents talked to and interacted with their children postintervention, and in one study most strategies were maintained in the intervention group at 12 months postintervention.","All three studies noted changes in how parents talked to and interacted with their children immediately postintervention, and most strategies were retained by the intervention group 12 months later.",36,29,0.8055555555555556
CD012089,split,"No study reported evidence of language attrition following the intervention in either group, while one study found positive outcomes on children's socialisation skills in the intervention group.",One study reported increases in the socialisation skills of children who received the intervention. No study reported language attrition in either group postintervention.,27,23,0.8518518518518519
CD012089,ignore,"A grant from the Hospital for Sick Children Foundation (Toronto, Ontario, Canada) funded one study.","A grant from the Hospital for Sick Children Foundation (Toronto, Ontario, Canada) funded one study.",15,15,1.0
CD012089,ignore,Another received partial funding from the National Institute of Child Health and Human Development and the Department of Education in the USA.,Another received partial funding from the National Institute of Child Health and Human Development and the Department of Education in the USA.,22,22,1.0
CD012089,ignore,The remaining study did not specify any funding sources.,The remaining study did not specify any funding sources.,9,9,1.0
CD012089,rephrase,"In light of the serious limitations in methodology, and the small number of studies included, we considered the overall quality of the evidence, as assessed by GRADE, to be very low.","We rated the quality of the evidence in this review as very low, as only three studies fulfilled the criteria for inclusion, and all had small sizes and serious methodological limitations.",31,31,1.0
CD012089,rephrase,There is currently insufficient evidence to determine the effects of parent-mediated interventions for improving the language and communication of children with Down syndrome.,There is currently insufficient evidence to determine the effect of parent-mediated interventions for improving the communication and language development in young children with Down syndrome.,23,25,1.0869565217391304
CD003643,ignore,Most of the studies were small (the largest had 62 participants) and many of the reports contained insufficient information to assess risk of bias.,Most of the studies were small (the largest had 62 participants) and many of the reports contained insufficient information to assess risk of bias.,24,24,1.0
CD003643,ignore,"Amongst the six studies comparing immunosuppressant with placebo, one study, investigating intravenous immunoglobulin (IVIg), showed statistically significant improvement in scores of muscle strength in the IVIg group over three months.","Amongst the six studies comparing immunosuppressant with placebo, one study, investigating intravenous immunoglobulin (IVIg), showed statistically significant improvement in scores of muscle strength in the IVIg group over three months.",30,30,1.0
